name,size_of_the_bottle,MRP_of_the_bottle,price_of_the_bottle,1mg_url,brand_name,key_benefits,key_ingredients,rating,number_of_rating
Adven Ad-Liv Tonic,180 ml,170.0,170.0,https://www.1mg.com/otc/adven-ad-liv-tonic-otc328933,Adven Biotech Pvt Ltd,"['Improves appetite', 'Stimulates regeneration of liver cells', 'Protects liver against various hepatotoxins', 'Treats liver dysfunctions/ disorders of liver', 'Protects liver against inflammation, toxins and pathogens', 'Treats jaundice, anorexia', 'Cures flatulence, sour eructation, colic and dyspepsia', 'Useful for diabetics', 'Improves digestion', 'Alleviates pain in liver region']","['Carduus Mar', 'ChelidoniumMajus 3x', 'China Off', 'Chionanthus', 'Kalmegh', 'Trychosanthes', 'Kali. Mur. 6x', 'Nat. Sulph. 6x', 'Plain syrup q.s']",0.0,0
Adven A-126 Pancreatic Drop,30 ml,190.0,190.0,https://www.1mg.com/otc/adven-a-126-pancreatic-drop-otc517121,Adven Biotech Pvt Ltd,"['The medicine is useful in the case of pancreatitis which is inflammation of pancreas', 'It may provide aid in the condition of indigestion with bloated feeling', 'Beneficial in the case of nausea, vomiting with upper abdominal pain']",['Homeopathic Formulation'],0.0,0
St. George’s Wart Q Nil Drop,30 ml,165.0,165.0,https://www.1mg.com/otc/st.-george-s-wart-q-nil-drop-otc529710,St. George’s Homoeopathy,"['It can help relieve skin lesions and thick scars', 'It can help remove warts without leaving scars', 'It can help remove blackheads']","['Thuja', 'Aloe vera']",0.0,0
SBL Embelica Officinalis Dilution 6 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/sbl-embelica-officinalis-dilution-6-ch-otc352494,SBL Pvt Ltd,"['It is a powerful antioxidant', 'It can be used as a laxative in case of constipation', 'It is very effective in the treatment of diabetes', 'Useful in treating skin and respiratory disorders', 'Helps in preventing premature ageing', 'Effective in preventing infection and healing of ulcers']",['Emblica Officinalis (Amla)'],4.4,10
Bjain Graphites Trituration Tablet 3X,25 gm,155.0,136.0,https://www.1mg.com/otc/bjain-graphites-trituration-tablet-3x-otc484293,Bjain Pharmaceuticals Pvt. Ltd.,"['Treats defects in hearing with dryness of inner ear', 'Prevents nausea and vomiting after eating and during menses', 'Decreases pain and bloating of abdomen with difficult eructations', 'Reduces morning sickness, cough, hoarseness and constipation during menses', 'Treats swollen breasts, ovaries and uterus', 'Reduces difficulty and discomfort during walking due to excoriation from friction of thighs', 'Decreases numbness of hands and arms with thick, black, and rough nails', 'Reduces swelling of lower limbs with stiffness and contraction of toes', 'Useful in curing brittle, deformed, painful, sore, thick, and crippled nails', 'Reduces inflammation, cracks and fissures in ends of the fingers', 'Softens dry skin which feels hard and rough and also treats keloid, fibroma, pimples and eruptions with sticky exudation', 'Treats soreness and rawness in the folds of limbs, groins, neck and behind the ears', 'Rapidly treats ulcers, cracks, raised reddish plaques and boils', 'Reduces inflammation and induration of glands with gouty nodosities']",['Graphites'],0.0,0
Wheezal Asparagus Officinalis Dilution 30,30 ml,100.0,92.0,https://www.1mg.com/otc/wheezal-asparagus-officinalis-dilution-30-otc906375,Wheezal Homoeo Pharma,"['Indicated in urinary disorders with frequent urination and burning pains in the urethra', 'Relieves pain in the chest with heart palpitations and it can also be used in the case of oppression in breathing', 'Useful in headache with profuse coryza and it is an effective remedy for pain in the back and joint pains with feeble pulse']",['Asparagus Officinalis'],0.0,0
Sett Dey Calcarea Sulphuratum Dilution 30,30 ml,90.0,82.8,https://www.1mg.com/otc/sett-dey-calcarea-sulphuratum-dilution-30-otc903254,Sett Dey & Co (Homeo) Lab,"['Primarily used for the management of skin conditions such as eczema and acne', 'Helps manage minor cuts and wounds and skin rashes that cause itchiness', 'Helpful in managing ear infections and rashes', 'Provides effective relief from congestion in the head due to chronic infection of the sinuses', 'Can be used to relieve stomach infections such as diarrhoea and dysentery', 'Has a potent effect on the management of respiratory issues such as excessive cough and relief issues associated with tonsillitis']",[],0.0,0
LDD Bioscience Cannabis Sativa Dilution 6 CH,30 ml,95.0,92.2,https://www.1mg.com/otc/ldd-bioscience-cannabis-sativa-dilution-6-ch-otc848538,LDD Bioscience Pvt Ltd,"['It is beneficial for relieving fatigue and over-exertion', 'It is helpful for urinary, sexual and respiratory functions', 'It may also help in regulating blood pressure levels and reducing inflammation']",['Cannabis sativa'],0.0,0
Rxhomeo Natrum Phosphoricum Pellets 30C,250 pellets,150.0,96.0,https://www.1mg.com/otc/rxhomeo-natrum-phosphoricum-pellets-30c-otc867482,Rxhomeo Private Limited,"['The pellets help to deal with mouth sores and relieve hyperacidity', 'Natrum phosphoricum helps to deal with joint disorders and reduces pain and inflammation', 'It helps prevent weariness with aching in wrists and finger joints and trembling hands while writing', 'The formulation helps to manage other conditions like urticaria and relieves itching at ankle joints with eczematous eruptions', 'These pellets help to deal with leucorrhea and improve reproductive health', 'They are also indicated in conjunctivitis, post-nasal catarrh and blood sugar disorders']",['Natrum phosphoricum'],0.0,0
LDD Bioscience Kali Arsenicosum Dilution 30 CH,30 ml,95.0,92.2,https://www.1mg.com/otc/ldd-bioscience-kali-arsenicosum-dilution-30-ch-otc842519,LDD Bioscience Pvt Ltd,"['Indicated in malignancy and patients suffering from restlessness and nervousness', 'It can be used for anaemia and relieves signs of fatigue and exhaustion', 'Relieves skin ailments including severe itchiness and dryness of the skin', 'Symptoms associated with psoriasis and eczema are well dealt with by Arsenicosum', 'Deals with abnormal discharge from the uterus and pain in the lower abdomen']",['Kali Arsenicosum'],0.0,0
Bjain Nux Vomica Globules 0/18 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-nux-vomica-globules-0-18-lm-otc835486,Bjain Pharmaceuticals Pvt. Ltd.,"['It is primarily used to manage mood swings and uncontrollable anger', 'Relieves mood disorders and irritable feelings', 'Manages severe headaches aggravated after sun exposure or headaches related to a hangover after drinking excessive alcohol', 'It is also helpful in managing flu-like symptoms of cough, cold, constant sneezing, and related issues', 'It helps manage mouth ulcers accompanied by dryness']",['Nux vomica'],0.0,0
Bjain Cuprum Metallicum Globules 0/6 LM,6 gm,85.0,85.0,https://www.1mg.com/otc/bjain-cuprum-metallicum-globules-0-6-lm-otc833359,Bjain Pharmaceuticals Pvt. Ltd.,"['Effective in dealing with breathing difficulty', 'Helps to relieve headaches, dizziness, nausea and vomiting', 'Helps to improve heart health by dealing with angina', 'Helps to improve gut by aiding in diarrhoea and colic', 'Useful for symptoms of epilepsy and convulsions', 'Helpful for conditions of gout and meningitis']",['Cuprum metallicum'],0.0,0
Allen's Alfa Allen Tonic,250 ml,195.0,195.0,https://www.1mg.com/otc/allen-s-alfa-allen-tonic-otc399383,Allen Healthcare,"['Increase physical and mental work capacity', 'Improves endurance, tolerance and compatibilities during stressful states', 'Makes immune system strong by supplying natural vitamins & minerals']","['Alfalfa', 'Avena Sat', 'Withania Somnifera', 'Cinchona off', 'Hydrastis Can', 'Acid Phos', 'Nux Vomica', 'Kali Phos', 'Calcarea phos', 'Ferrum Phos', 'Magnesium Phos', 'Natrum Phos', 'Syrup & Alcohol']",0.0,0
LDD Bioscience Mercurius Dulcis Dilution 30 CH,30 ml,95.0,92.2,https://www.1mg.com/otc/ldd-bioscience-mercurius-dulcis-dilution-30-ch-otc843002,LDD Bioscience Pvt Ltd,"['Highly useful for the management of soreness in the anus region', 'Beneficial remedy for infections of mucous membranes with blocked ears due to ear wax', 'It is an excellent remedy for diarrhoea in children', 'Helps in the management of catarrhal infections of eyes and throat', 'It can also be used for the management of prostatitis in older people']",['Mercurius dulcis'],0.0,0
Bjain Cactus Grandiflorus Globules 0/8 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-cactus-grandiflorus-globules-0-8-lm-otc824084,Bjain Pharmaceuticals Pvt. Ltd.,"['This medicine helps manage indigestion, haemorrhoids and heart-related concerns', 'The remedy aids in managing blood pressure levels', 'It helps relieve acute pain and maintain bladder health']",['Cactus Grandiflorus'],0.0,0
Bjain Dulcamara Globules 0/28 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-dulcamara-globules-0-28-lm-otc826550,Bjain Pharmaceuticals Pvt. Ltd.,"['This formula supports the respiratory system and deals with pneumonia and asthma', 'It helps minimise the effects of cramps', 'It is also beneficial for the wellness of the bones', 'This formula fights rheumatism and arthritis', 'It is chiefly valuable for the conditions of jaundice']",['Dulcamara'],0.0,0
Bjain Collinsonia Canadensis Globules 0/3 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-collinsonia-canadensis-globules-0-3-lm-otc833068,Bjain Pharmaceuticals Pvt. Ltd.,"['Effective in dealing with issues of piles and constipation', 'Useful for respiratory tract problems like cough, sore throat and pharyngitis', 'Helps to relieve headaches, period pain and swelling', 'Helpful for conditions of diarrhoea and rheumatic disorders']",['Collinsonia canadensis'],0.0,0
Bakson's Homeopathy Taraxacum Mother Tincture Q,30 ml,120.0,113.0,https://www.1mg.com/otc/bakson-s-homeopathy-taraxacum-mother-tincture-q-otc767483,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It helps manage liver enlarged and indurate', 'It may provide relief from gastric headaches', 'It deals with characteristically mapped tongue and jaundiced skin', 'It also relieves limbs pain to touch']",['Taraxacum'],0.0,0
Lord's Kali Phos Biochemic Tablet 200X,450 gm,715.0,715.0,https://www.1mg.com/otc/lord-s-kali-phos-biochemic-tablet-200x-otc545015,Lord's Homoeopathic Laboratory Pvt Ltd,"['Reduces paralytic lameness in back and extremities', 'Helps to restore the weakness and dullness in children due to improper nutrition', 'Relieves constipation with difficulty in passage of stools', 'Night terrors in children who suffer from enuresis (bed wetting) and bleeding from the urethra', 'Relieves muscle weakness, anxiety, depression and chronic fatigue', 'Excellent as a tonic in times of stress to clear tension especially before an exam or presentation', 'Increases stamina both physically and mentally', 'Helps in starting and increase the blood flow during menses', 'Helps in recovering severe skin conditions and irritations']",['Kali Phosphorica'],4.5,110
Dr Willmar Schwabe India Agaricus Muscarius Dilution 200 CH,30 ml,120.0,120.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-agaricus-muscarius-dilution-200-ch-otc395312,Dr Willmar Schwabe India Pvt Ltd,"['Highly useful in managing conditions associated with delirium', 'Relieves painful headache and ailments related to it such as dizziness and vertigo', 'Pain in the eyeballs and difficulty reading, itchiness and irritation is effectively managed', 'Relieves burning and itching of the ears with twitching of the muscles around the ears', 'Manages irritation of the nose with spasmodic sneezing with nose bleeds', 'Provides effective relief from facial neuralgia', 'Helps with vesicular eruptions on the lips with ulcers of the mouth', 'It can be used for managing conditions of frequent urination with burning pain in the urethra', 'In females it helps in managing premature menses with spasmodic pains in the genitals and the back', 'Irregular pulse with sensation of oppression in the cardiac region is effectively managed', 'It can also be used for managing skin disorders such as fever, sleeplessness and itchy eruptions']",['Agaricus Muscarius'],4.8,24
SBL Lycopodium Clavatum Dilution CM CH,10 ml,320.0,320.0,https://www.1mg.com/otc/sbl-lycopodium-clavatum-dilution-cm-ch-otc385270,SBL Pvt Ltd,"['It is used for bloating and liver complaints', 'Helps in relieving pains related to rheumatism and arthritis', 'It is highly effective in treating functional issues related to liver and kidneys', 'It is helpful in treating issues related to intolerance toward cold and an intense craving for warmth', 'Corrects psychological tendencies of extreme stubbornness and anxiety']",['Lycopodium Clavatum'],4.5,1408
SBL Solanum Xanthocarpus Dilution 200 CH,30 ml,120.0,120.0,https://www.1mg.com/otc/sbl-solanum-xanthocarpus-dilution-200-ch-otc358414,SBL Pvt Ltd,"['Helpful in treating Gonorrhea (a sexually transmitted bacterial infection)', 'Helps to treat problems of Retention of urine', 'Provides relief from Fever with worm infestations', 'Very effective for treating kidney stones, enlargement of the spleen', 'Provides relief from gum infections', 'Helps to reduce the problems of flatulence and constipation', 'Helps to cure a cough and Sore throat', 'Increases absorption of nutrition absorption in the body', 'A perfect rheumatism remedies', 'Helpful in treating Broncho-Pneumonia', 'Provides relief from burning sensation in the whole body with pain']",['Solanum Xanthocarpum (Black nightshade)'],0.0,0
SBL Viola Odorata Dilution 1000 CH,30 ml,150.0,150.0,https://www.1mg.com/otc/sbl-viola-odorata-dilution-1000-ch-otc348700,SBL Pvt Ltd,"['Relieves arthritis pain of hand, finger joints and shoulder muscles', 'Relieves migraine headache of forehead', 'Relieves breathlessness during pregnancy at daytime', 'Helps in reducing pain above eyebrows', 'Tense scalp feeling is eased', 'Helps in treatment of vertigo', 'Deworming remedy for children']",['Viola plant with alcohol'],0.0,0
Bjain Calcarea Silicata Globules 0/4 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-calcarea-silicata-globules-0-4-lm-otc826360,Bjain Pharmaceuticals Pvt. Ltd.,"['It helps in reducing the inflammation of the mucous membrane', 'It is helpful in the management of swelling and ulcers and provides effective relief from itching and burning of the skin', 'It assists in the management of severe headaches and pain in the eyes']",['Calcarea silicata'],0.0,0
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 200 CH,,270.0,248.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-apocynum-cannabinum-dilution-30-ml-each-200-ch-otc869703,Dr. Majumder Homeo World,"['It reduces swelling and sweat production', 'It decreases the acute swelling of the scalp', 'It is helpful in problems of vomiting, nausea, drowsiness and breathing', 'It relieves bloating in the abdomen', 'It manages the healthy functioning of the chest and respiratory system', 'It helps to regularize the delayed menses with water retention and bloating', 'It is helpful for short breaths and dry coughs and cold']","['Plant extract of Indian hemp', 'Ethanol']",0.0,0
Bjain Collinsonia Canadensis Globules 0/14 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-collinsonia-canadensis-globules-0-14-lm-otc833079,Bjain Pharmaceuticals Pvt. Ltd.,"['Effective in dealing with issues of piles and constipation', 'Useful for respiratory tract problems like cough, sore throat and pharyngitis', 'Helps to relieve headaches, period pain and swelling', 'Helpful for conditions of diarrhoea and rheumatic disorders']",['Collinsonia canadensis'],0.0,0
Bjain Collinsonia Canadensis Globules 0/7 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-collinsonia-canadensis-globules-0-7-lm-otc833072,Bjain Pharmaceuticals Pvt. Ltd.,"['Effective in dealing with issues of piles and constipation', 'Useful for respiratory tract problems like cough, sore throat and pharyngitis', 'Helps to relieve headaches, period pain and swelling', 'Helpful for conditions of diarrhoea and rheumatic disorders']",['Collinsonia canadensis'],0.0,0
Lord's Thiosinaminum Trituration Tablet 3X,25 gm,170.0,146.0,https://www.1mg.com/otc/lord-s-thiosinaminum-trituration-tablet-3x-otc561121,Lord's Homoeopathic Laboratory Pvt Ltd,"['It helps in repairing scar tissues', 'It addresses middle ear infection', 'It may help with degeneration of bone tissue']",['Thiosinaminum trituration'],0.0,0
SBL Argentum Phosphoricum Dilution 6 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/sbl-argentum-phosphoricum-dilution-6-ch-otc351114,SBL Pvt Ltd,"['SBL Argentum Phosphoricum Dilution is beneficial for relieving neurological issues such as tremors', 'It aids in relieving pain in the bones and helps reduce inflammation', 'It also helps in relieving backache, Sciatica and aids in reducing hoarseness and difficulty in swallowing']",['Arg Phosphoricum'],0.0,0
SBL Folliculinum Dilution 30 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/sbl-folliculinum-dilution-30-ch-otc359395,SBL Pvt Ltd,"['The dilution can help regulate hormonal balance in women', 'It stimulates the production of hormones in the body', 'It may help in regulating the female cycles']",['Folliculin'],4.5,164
Bjain Bacopa Monnieri Dilution 3X,30 ml,125.0,125.0,https://www.1mg.com/otc/bjain-bacopa-monnieri-dilution-3x-otc434318,Bjain Pharmaceuticals Pvt. Ltd.,"['The medicine is useful in the case of impaired memory, absent-mindedness and shortness of memory', 'It is beneficial in enhancing the memory power and has been known to improve learning abilities', 'It assist in relieving tension and lowering the blood pressure', 'The product works as a nerve and cardiac tonic']",['Bacopa Monnieri'],0.0,0
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 30 CH,2 bottles,520.0,467.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-apocynum-cannabinum-dilution-30-ml-each-30-ch-otc869712,Dr. Majumder Homeo World,"['It reduces swelling and sweat production', 'It decreases the acute swelling of the scalp', 'It is helpful in problems of vomiting, nausea, drowsiness and breathing', 'It relieves bloating in the abdomen', 'It manages the healthy functioning of the chest and respiratory system', 'It helps to regularize the delayed menses with water retention and bloating', 'It is helpful for short breaths and dry coughs and cold']","['Plant extract of Indian hemp', 'Ethanol']",0.0,0
Dr. Reckeweg R22 Nervous Disorders Drop,22 ml,285.0,285.0,https://www.1mg.com/otc/dr.-reckeweg-r22-nervous-disorders-drop-otc327476,Dr Reckeweg & Co,"['Dr. Reckeweg R22 Nervous Disorders Drop may be used to support nervous system functions', 'It can help improve brain activity and support concentration and focus', 'It might help as a general tonic to support mental wellness']","['Naja trip', 'Grindelia rob', 'Lachesis']",4.7,38
Dr Willmar Schwabe India Taraxacum Officinale Dilution 3X,30 ml,125.0,125.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-taraxacum-officinale-dilution-3x-otc406949,Dr Willmar Schwabe India Pvt Ltd,"['An effective remedy for bile and liver problems', 'Helps increase appetite and aids in digestion', 'Useful in treating an upset stomach and bowel problems', 'Fights gastric headaches, bitter taste in mouth and eructation']",['Taraxacum officinale (common dandelion)'],0.0,0
Dr. Majumder Homeo World Bromium(30ml Each) CM,3 bottles,1185.0,1031.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-bromium-30ml-each-cm-otc859509,Dr. Majumder Homeo World,"['Useful in dry cough with hoarseness and burning pain behind the sternum', 'Decreases sweating, increases strength and reduces sore discharges', 'Helps the body to control the temperature ', 'Relieves pain in the head caused by sun heat and rapid movements', 'Decreases and controls nasal discharge ', 'Reduces the tonsils pain when any food or liquid is swallowed', 'Relieves the pain behind the chest region with a lot of dry cough and hoarseness', 'Reduces and calms pus-filled pimples', 'Soothes hard goitre and removes the dead tissue caused by an infection or lack of blood flow', 'Manages illusions that make it difficult to go to sleep at night', 'May help to deal with male and female reproductive issues']","['Bromine', 'Ethanol', 'Water']",0.0,0
Wheezal Caulophyllum Thalictroides Globules 0/19 LM,20 gm,180.0,174.0,https://www.1mg.com/otc/wheezal-caulophyllum-thalictroides-globules-0-19-lm-otc889030,Wheezal Homoeo Pharma,"['Increases the strength and manages the labour pains and progresses the stages of labour', 'Alleviate the severe pains that go all around the place with shivering', 'Controls the painful and profuse periods when pains are changeable', 'Severe pain in joints especially small joints, like wrists, fingers, toes etc. are managed by blue cohosh']",['Blue Cohosh'],0.0,0
Pioneer Pharma Dioscorea Villosa Pellets 1000 CH,150 pellets,150.0,138.0,https://www.1mg.com/otc/pioneer-pharma-dioscorea-villosa-pellets-1000-ch-otc908893,Homeotrade,"['Aids in managing concerns associated with flatulence and belching ', 'It reduces the presence of a bitter or sour taste in the mouth', 'Relieves pain from the abdomen to fingers, from liver upwards towards nipples, gall bladder to arms and back', 'It is helpful in managing angina and the feeble function of the heart', 'The formulation helps remove bad odour ']",['Dioscorea Villosa'],0.0,0
Wheezal Alstonia Constricta Dilution 6,30 ml,100.0,92.9,https://www.1mg.com/otc/wheezal-alstonia-constricta-dilution-6-otc906525,Wheezal Homoeo Pharma,"['Provides effective relief from prostration, low fever, diarrhoea and weakness', 'Helps in improving pale face, relieves abdominal pain and nausea', 'Improves digestion and is useful in diarrhoea', 'Helps to cleanse the complete tongue', 'Helps to relieve lower abdominal soreness in women', 'Relieves pain during vaginal discharge', 'Reduces palpitations and helps in sound sleep']",['Extracts of quinine bush or bitterbark'],0.0,0
Wheezal Aesculus Hippocastanum 0/21 LM,20 gm,180.0,174.0,https://www.1mg.com/otc/wheezal-aesculus-hippocastanum-0-21-lm-otc866877,Wheezal Homoeo Pharma,"['Aesculus hippocastanum centres its action on the pelvic system, a lower back region with a characteristic fullness in various parts', 'It is beneficial in Mucous membranes of the mouth, throat, and rectum that are swollen, burn, dry and raw that are sensitive to inhaled cold air', 'Dry constricted fauces, with burning, pricking and stinging pains are relieved with the help of this remedy', 'It is one of the leading remedies for dryness, haemorrhoids, varicose veins of purple colour, and backache with a feeling of fullness']",['Aesculus Hippocastanum'],0.0,0
Combo Pack of Dr. Reckeweg Berberis Vul Mother Tincture Q & Dr. Reckeweg Hydrangea Mother Tincture Q (20ml Each),2 bottles,630.0,586.0,https://www.1mg.com/otc/combo-pack-of-dr.-reckeweg-berberis-vul-mother-tincture-q-dr.-reckeweg-hydrangea-mother-tincture-q-20ml-each-otc861502,,"['Used for the treatment of prostate enlargement and urinary disorders', 'Helps in reducing the amount of white amorphous salts in the urine', 'Prevents the formation of calculus and relieves pain associated with renal calculus', 'Reduces the urge to urinate frequently and relieves pain while urinating', 'Based on homoeopathic composition, it is safe to use and has no side effects', 'It provides relief from painful and bloody urination', 'Helps reduce pain in the legs and back', 'Relieves inflammation and discomfort in the abdomen', 'Helps deal with uterine and vaginal disorders']","['Hydrangea Arborescens', 'Berberis Vulgaris']",4.6,1118
LDD Bioscience Glonoinum Dilution 1000 CH,100 ml,230.0,223.0,https://www.1mg.com/otc/ldd-bioscience-glonoinum-dilution-1000-ch-otc842869,LDD Bioscience Pvt Ltd,"['It can help in managing chronic headache with a throbbing and pulsating sensation', 'It may help to reduce dizziness and heaviness in the head', 'It may help in managing vision-related disorders such as the smaller appearance of letters', 'It may relieve palpitations of heart and breathing difficulties', 'It can help in reducing the throbbing sensation in the body']",['Glonoinum'],0.0,0
Bakson's Homeopathy Chloroformum Dilution 10M,30 ml,315.0,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-chloroformum-dilution-10m-otc804525,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It is used to deal with excessive perspiration and nervous disorders', 'It is beneficial to remedy the treatment of sore throat and dryness in the mouth', 'It is an excellent remedy which deals with stomach disorders such as stomach pain and flatulence', 'It can be used by patients who suffer from chest pain when breathing heavily']",['Chloroformum'],0.0,0
SBL Lycopodium Clavatum 0/2 LM,20 gm,200.0,200.0,https://www.1mg.com/otc/sbl-lycopodium-clavatum-0-2-lm-otc365595,SBL Pvt Ltd,"['It is used for bloating and liver complaints', 'Helps in relieving pains related to rheumatism and arthritis', 'It is highly effective in treating functional issues related to liver and kidneys', 'It is helpful in treating issues related to intolerance towards cold and an intense craving for warmth', 'Corrects psychological tendencies of extreme stubbornness and anxiety', 'Based on homoeopathic composition, it is safe to use and has no side effects']",['Lycopodium Clavatum'],4.4,36
